21320,0
43133,0
22774,0
23287,0
36865,0
23265,0
23264,0
37069,0
31735,0
43182,0
36318,0
36317,0
30289,0
22758,0
23152,0
43124,0
23285,0
20837,0
23280,0
23282,0
36320,0
23278,0
36528,0
23297,0
43188,0
23251,0
22743,0
21579,0
22754,0
47491,0
29869,0
30269,0
30259,0
29827,0
23397,0
21228,0
30284,0
36301,0
46242,0
36468,0
36934,0
36284,0
47871,0
42840,0
43126,0
43125,0
26220,1
39504,1
19672,1
47856,1
20397,1
29216,1
17003,1
44743,1
44741,1
37699,1
37705,1
41475,1
28999,1
46049,1
47780,1
27611,1
28907,1
46401,1
16996,1
32888,1
45592,1
45764,1
45820,1
19659,1
46354,1
45745,1
45136,1
16693,1
25130,1
41037,1
20197,1
46564,1
45552,1
18782,1
19559,1
45163,1
47383,1
17789,1
37390,1
45816,1
45575,1
45602,1
47711,1
44531,1
19343,1
34025,1
43344,1
45441,1
23600,1
45748,1
19355,1
16999,1
46551,1
46653,1
44733,1
46297,1
47809,1
47582,1
34771,1
27759,1
45563,1
19164,1
19947,1
45164,1
46620,1
18595,1
19162,1
19440,1
17006,1
40648,1
47529,1
45183,1
39117,1
18391,1
20378,1
16995,1
46444,1
39786,1
39010,1
45175,1
20372,1
45369,1
20937,1
45516,1
19597,1
45232,1
45162,1
46625,1
17828,1
17000,1
24498,1
18393,1
46562,1
21565,1
20951,2
47443,2
47465,2
37148,2
42524,2
37157,2
47445,2
21642,2
21660,2
47483,2
41800,2
41811,2
20715,2
47466,2
29634,2
47472,2
30093,2
21665,2
30496,2
28544,2
29638,2
47237,2
47779,4
29099,4
35985,4
35678,4
21230,4
21898,4
30221,4
47517,4
29918,4
35684,4
42253,4
35713,4
21269,4
47778,4
47769,4
30208,4
35009,4
21893,4
42247,4
47786,4
47777,4
22605,5
40773,5
22627,5
20032,5
19992,5
20033,5
43408,5
19847,5
30379,5
34116,5
43637,5
46505,5
29484,5
11478,5
27119,5
45428,5
46295,5
20014,5
40765,5
20019,5
36833,5
35892,5
22614,5
40744,5
19993,5
46526,5
36882,5
36824,5
43449,5
19975,5
20016,5
40655,5
40770,5
43454,5
19972,5
46497,5
22587,5
36854,5
36817,5
36799,5
19983,5
21359,5
40749,5
30363,5
20025,5
20034,5
36886,5
46318,5
19849,5
46504,5
34213,5
21927,5
27132,5
20012,5
43469,5
20018,5
22530,5
19989,5
40808,5
16685,5
46530,5
43462,5
20040,5
40798,5
22730,5
20061,5
46449,5
46542,5
46547,5
34098,5
46443,5
36868,5
22589,5
20052,5
22608,5
30395,5
43615,5
22601,5
35364,5
22961,5
46537,5
27116,5
36889,5
46492,5
35992,5
22610,5
40801,5
36893,5
46510,5
34026,5
40785,5
34052,5
40796,5
22626,5
40781,5
14257,5
43653,5
30376,5
43509,5
40787,5
43463,5
20028,5
